id,claim,explanation,actual,predicted,correct,time_sec
574,Pediatricians urge autism screening,"""Although this was a well written, interesting piece about a professional organization’s effort at promoting early screening for autism, any story about screening ought to include information about the courses of action that might be taken based on the results of the testing. With any testing, it is important for people to understand the impact of test results that incorrectly identify individuals as either having or not having the condition in question. The story did not make clear what the strength of the evidence is for these new screening recommendations. And there was no discussion about whether the additional of a developmental assessment would increase the cost of traditional checkups. This could be a big issue, since """"recommended treatment should include at least 25 hours a week of intensive behavior-based therapy."""" How much will that cost?""",Misleading,True,False,0.19868731498718262
575,Poland's wild boar cull prompts protests.,Hunters and activists have united against the Polish government’s decision to cull most of Poland’s wild boar population in an effort to curtail health risks related to African swine fever (ASF).,True,True,True,0.15621685981750488
576,Symbols embossed on the exterior surfaces of Oreo cookies link the product to the alleged conspiratorial activities of the Knights Templar and Freemasons.,"While the notion that the world’s top-selling cookie is somehow a vehicle for powerful secret entities to exercise world domination makes for an exciting story, such evidence as there is suggests that, like so many other staples of modern life, the only real motive behind its invention was the desire to manufacture a good product and sell it at a profit. Sometimes (as Sigmund Freud ought to have said, but didn’t), a cookie is just a cookie.",False,False,True,0.21222305297851562
577,Dabigatran superior to warfarin when anticoagulation is resumed after bleeding,"This news release touts an analysis of Medicare data for 1,500 patients who suffered a major bleeding event while taking anticoagulants for atrial fibrillation. Researchers found that patients who resumed anticoagulants after a hemorrhage had better stroke and mortality rates than those who did not, and those who resumed treatment with a newer drug, dabigatran, had fewer recurrent hemorrhages than those who restarted treatment with the old standby warfarin. The news release lays out relative differences in outcomes but doesn’t include absolute risks and benefits that would convey the true significance of these findings. Nor does it mention the wide cost difference between the two drugs or the fact that prescribing patterns at the time the data were collected may have skewed the findings. Bottom line: this is an observational study, not a controlled clinical trial. It is not appropriate to be making recommendations about one drug or another based on such a study. This study sheds light on the dilemma of whether patients at risk for blood clots should resume taking anticoagulants after a major hemorrhage. Less than half of patients who survived a bleeding incident resumed taking anticoagulant drugs, apparently because their doctors perceived a high risk of recurrent bleeding. But the authors say their finding that the risk of stroke outweighs the risk of recurrent bleeding should encourage clinicians to resume anti-clotting drugs. And while the analysis shows better outcomes with a new drug compared with an old one, the authors acknowledge that finding needs to be validated in other patient groups and with more recent data. In an observational study such as this, one must be very cautious with the conclusions.",False,False,True,0.19745945930480957
578,Researchers develop test for pregnancy complication,"""This story took preliminary research on a diagnostic test for a common and urgent pregnancy complication—preeclampsia—and made the research appear to be a life-saving medical breakthrough. In the study, an international group of researchers reported identifying a “metabolic signature”—a group of 14 biomarkers in the blood of pregnant women—that might aid in the diagnosis of preeclampsia in its early stages. The diagnostic test, like any complex diagnostic technology, faces years of research development and clinical trials. The article offered a best-case scenario for the development of this test. It did not provide a single cautionary note to balance out this hopeful view. The main question that goes unanswered in this story is whether a diagnostic test that was studied in 120 women and then validated in 79 pregnant women in Australia will be equally valuable for millions of women around the world. Will it turn into a test that can be administered simply and interpreted easily? Could it be just as useful in Mali, Cambodia, or Micronesia as it might be in developed nations? Will the test have adequate predictive value—both positive and negative—in a wide range of ethnic groups and among women with differing health problems? Only time and further research will tell. If this test lives up the diagnostic potential envisioned in the Reuters story, it would be a major step forward indeed. But the story should have provided more independent experts to give a more balanced view of the evidence that supports it. The Reuters article closed with an optimistic quote from Eleni Tsigas, Executive Director of the Preeclampsia Foundation, on the potential of this test to identify women at risk. But perhaps the article should have included another quote from Tsigas that appeared in a Canadian newspaper: “I am not going to be breaking out the champagne yet…” (See Wingrove J, Globe and Mail, September 13, 2010). Preeclampsia is a common but poorly understood pregnancy complication characterized by dangerously high blood pressure and elevated levels of protein in the urine. It affects up to 8% of pregnancies worldwide, with a particularly damaging impact in developing nations. In the United States preeclampsia is the root cause of 18% of maternal deaths. For babies born prematurely because of maternal preeclampsia, it is an important precursor of developmental abnormalities. The identification of a diagnostic test for preeclampsia has been termed the """"Holy Grail of obstetrics."""" If preeclampsia could be recognized early in pregnancy, it might be possible to ward off some of its potentially serious consequences through vigilant surveillance of mother and baby. And identification of early changes that precede preeclampsia might boost research efforts into finding more effective treatments.""",Misleading,True,False,0.19756627082824707
579,Sex tech from women-led startups pops up at CES gadget show.,"Sex tech is gracing the CES gadget show in Las Vegas this week, a year after organizers took fire for revoking an innovation award to a sex device company led by a female founder.",True,True,True,0.1567842960357666
580,Science Says: Diet plays big role in how huge whales can get.,"Whales are big, but why aren’t they bigger? A new study says it’s basically about how many calories they can take in.",True,False,False,0.19611549377441406
581,"""Tom Graves Says President Barack Obama """"has amended, delayed, or repealed 19 components of his very own (health care) law.""","""Graves said Obama """"himself has amended, delayed, or repealed 19 components of his very own law."""" Based on the analysis by the nonpartisan Congressional Research Service, Graves has the right number. However, he simplifies the way that many of those 19 changes came about, and by doing that, makes it seem as though the president were more directly involved. Graves cited these changes as evidence that the law is fatally flawed but he glossed over the differences among them. Some of the changes were significant and some were technical or tangential to the health care law itself. The basic number is right but there are lot of details of details missing from Graves' assertion.""",Misleading,False,False,0.20110869407653809
582,"""Tom DeLay Says most illegal immigrants draw """"welfare benefits, they’re sending their kids to school, they’re using the public services.""","""DeLay said most illegal immigrants draw """"welfare benefits, they’re sending their kids to school, they’re using the public services."""" People living in the U.S. without authorization indeed draw on public services including government-supported hospitals. Also, children of all origins attend public schools. But counter to DeLay’s prime point, adults lacking legal residency are barred by law from government programs that fit the """"welfare"""" category. Parents still may seek benefits, though, for their child-citizens. The statement is partially accurate but leaves out important details or takes things out of context. ",Misleading,False,False,0.20370030403137207
583,Images show the Spanish Army in the process of locking the country down to prevent the spread of coronavirus strain COVID-19.,‘Spanish Army Locked Down the Country Due to Coronavirus’ Image Set,Misleading,True,False,0.15907573699951172
584,Tweets Says drinking a bleach solution will prevent you from getting the coronavirus.,"""Conspiracy theorists are spreading a dangerous claim that says drinking a bleach solution will ward off the coronavirus. The spray, known as Miracle Mineral Solution, is a bleaching agent that fringe groups falsely tout as a """"miracle cure"""" for several ailments. But officials have repeteadly warned consumers against injesting it, saying doing so could cause severe vomiting and liver failure.""",False,False,True,0.2007153034210205
585,"""Chain email Says Gov. Scott Walker is """"openly"""" backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions """"by at least a third"""" for current and retired public employees""",Chain email says Gov. Scott Walker supports a move to abolish the state retirement system and reduce pensions,False,True,False,0.15930771827697754
586,A Mexican mother's young son was recently poisoned by topical application of Vicks VapoRub.,"What's true: In 1988, an infant of unknown nationality died after ingesting 5ml of camphorated oil. What's false: We found no recorded deaths in or outside the United States attributed to topical application of Vicks VapoRub.",Misleading,True,False,0.15912151336669922
587,Student at Connecticut university diagnosed with meningitis.,A Connecticut university is taking precautions after a student came down with a confirmed case of bacterial meningitis.,True,True,True,0.1609346866607666
588,Part of St. Croix River makes Minnesota impaired waters list.,"A scenic stretch of the St. Croix River was one of 581 waterways Minnesota has added to its list of waters that don’t meet state pollution standards, according to a report released Wednesday.",True,True,True,0.21869683265686035
589,"""Sarah Silverman Says Sen. Rand Paul, R-Ky., has stated that supporting the """"right to health care ... means you believe in slavery.""","""Silverman forwarded a social media meme that said Paul has stated that supporting the """"right to health care … means you believe in slavery."""" The meme has been abridged from the full quote, but we see no significant change in his meaning. We also found no evidence that Paul had backtracked on the views he expressed.""",True,True,True,0.16353249549865723
590,"The Beep of the Sensor, the Thrill of Control","The article describes one man’s experience using a new combination glucose sensor and insulin pump for diabetes. The article explained some of the expenses (although it never gave the cost of the device itself), described the device and how this compared to the rest of the options, and described harms or disadvantages, at least those experienced by this one person. The story could be improved by describing published harms or side effects. What was actually found in the clinical trials? Because the story describes one man’s experience, much of the information is anecdotal and could be biasing. The story is lacking any description of the evidence to support using this new device or this level of monitoring (how do we know this works?) and what it can actually do (will it improve A1C–average blood sugar over the past 2 to 3 months–or will it improve the number of severe low blood sugar episodes experienced or something else?). No independent source was obtained to discuss the new device, another problem with this purely anecdotal approach.",Misleading,False,False,0.20139169692993164
591,How to heal head injuries? Try new app,"This story describes a pilot study that used an app to track cognitive and physical activity in 34 young concussion patients during the two weeks after their injuries. The study, summarized in a letter in JAMA Pediatrics, was designed by researchers at the University of Pennsylvania and the Children’s Hospital of Philadelphia to test the feasibility of gathering real-time data from objective measures. The story contains some original reporting but misleads readers when it takes its lead from the news release and asserts that the observational findings “suggest that the right balance during recovering from concussion may be resting one’s brain but still getting some physical activity.” In reality, the main conclusion of the study was simply that the app can be a useful tool for tracking activity following a concussion. This misleading notion is reinforced by the headline, “How to heal head injuries? Try a new app.” It’s not available for trying, and it’s not intended to heal head injuries. A more accurate headline would be “Researchers determine app may be reliable way to track activity and symptoms after a concussion, pending further research.”   Concussion was diagnosed in about 1.5 percent of 11- to 19-year-olds in 2015, the highest rate of any age group, according to a Blue Cross and Blue Shield Association report. Since teens and smart phones are pretty much inseparable, an app could be a useful tool for researchers to track symptoms and compliance around activity. Whether a symptom/activity tracking app could have any impact on permanent cognitive damage remains unknown, and news stories need to be clear about that.",Misleading,False,False,0.20685505867004395
592,Bone drug staves off breast cancer,"Though tamoxifen and raloxifene were found to have similar efficacy in terms of reducing the incidence of invasive breast cancer in postmenopausal women at increased risk of breast cancer, the article failed to distinguish between differences in side effects that were and were not statistically significant (i.e. that there were 36% fewer uterine cancers and 29% fewer blood clots among women who took raloxifene were not statistically significant while the 21% fewer cataracts were statistically significant). The supposed benefit of raloxifene over tamoxifen is about the prevalence of side effects and so this distinction is important. This is issue is then compounded by the quote from the surgical oncologist “Obviously, if a woman says she’s had a deep vein thrombosis before, I wouldn’t hesitate to recommend the other” because it is clear that this is not an evidenced-based statement. It’s fine to include that comment, but important to put it in context of the evidence. In addition, the two drugs were reported by the NCI as producing the same level of impact on quality of life, so the distinction between these two drugs is even less clear.Though this article portrayed raloxifene as the option with enhanced benefit, the results of the study were much less clear cut.",Misleading,False,False,0.20241284370422363
593,Placing a bar of soap between your bedsheets will help prevent leg cramps.,"Regarding what to do about an existing leg cramp, folk wisdom once again offers a variety of potential answers:",Misleading,Misleading,True,0.16083312034606934
594,Vatican defends membership for theologian over abortion flap.,The head of the Vatican’s bioethics panel is defending the decision to name as a member an Anglican moral theologian who has said that abortion could be condoned up until the 18th week of gestation.,True,True,True,0.16000962257385254
595,At least 42 fatalities tallied in California's deadliest wildfire ever.,"Search teams have recovered remains of 42 people killed by a fierce wildfire that largely incinerated the town of Paradise in northern California, marking the greatest loss of life from a wild land blaze in state history, authorities said on Monday.",True,True,True,0.19950199127197266
596,Minimally invasive treatment reduces knee pain and disability from osteoarthritis,"This release outlines interim results from a small  clinical trial proposing a new treatment — geniculate artery embolization (GAE) — to reduce the pain in patients with osteoarthritis (OA) of the knee. The study was presented at the Society of Interventional Radiology’s annual meeting. The main concerns with this report are the small study size (just 13 patients) and the brief duration of the study. Outcomes include results only through 1 month after the procedure. Almost half of the patients didn’t complete the 1-month follow-up assessment. The study didn’t include a control group. The release also ignored the potential risks of the procedure and its costs. Knee pain from osteoarthritis is a growing problem among the aging population and new approaches to reduce this type of pain could improve the quality of life for many older patients. Any non-opioid or  non-surgical approach which can match the success of knee replacement surgery in resolving pain and improving function would be an advance in caring for people with disabling osteoarthritis of the knee. But this release, and the extremely early stage of this research, goes too far in its claims of benefit. Larger trials of greater duration will be needed before this new invasive approach can be seen as a ready alternative to current treatments.",False,False,True,0.20091676712036133
597,"""Bill White Says Republican state leaders are using """"Soviet-style"""" budget management.""","""Bill White objects to what he calls """"Soviet-style"""" budget management by Republican leaders""",False,True,False,0.1602175235748291
598,"A lot of the wall is built. It’s been very effective. ... El Paso, illegal traffic dropped 72 percent, then ultimately 95 percent, once the wall was up.","In a contentious Oval Office meeting, President Donald Trump and the Democratic congressional leaders — Nancy Pelosi and Chuck Schumer — disagreed over funding for a border wall, mangling some facts in the process.",Misleading,False,False,0.19845867156982422
599,Colorado meatpacker recalls ground beef after E. coli death.,"A Colorado meatpacker is recalling more than 132,000 pounds (60,000 kilograms) of ground beef after a suspected E. coli outbreak killed one person and sickened 17, officials said.",True,True,True,0.15860581398010254
600,A virus deadly to dogs has been spreading in the canine population of the U.S.,Has a virus deadly to dogs been spreading in the canine population of the U.S.?,True,True,True,0.19808459281921387
601,When light is lethal: Moroccans struggle with skin disorder.,"Determined for her 7-year-old son to attend school despite a life-threatening sensitivity to sunlight, Nadia El Rami stuck a deal with the school’s director: Mustapha would be allowed in the classroom, but only if he studies inside a cardboard box.",True,True,True,0.1987152099609375
602,"""Screenshot of the """"pro-life wife"""" is a """"real-life post by an anti-abortion activist,"""" complaining about the inconvenience of caring for a baby she cannot afford and for which she did not plan.""","‘This is a Real-Life Post by an Anti-Abortion Activist, You Can’t Make This S*** Up’",True,True,True,0.15812444686889648
603,"Under an 1866 Supreme Court ruling, stay-at-home orders are illegal and can be disregarded with impunity","The post misattributed a quote from a 1935 Illinois Supreme Court decision about Chicago judicial salaries   The original quote refers to the Illinois Constitution and the laws that created the Municipal Court of Chicago, not the U.S. constitution   The Supreme Court has ruled in the past that the rights of a citizen can be restricted by the state for the “common good” during a health crisis",False,False,True,0.19802546501159668
604,Low-carb diet trumps low-fat on ‘good’ cholesterol,"""The story makes it seem like the HDL cholesterol effect was the main thrust of the study, and it was not. Overall the story appears to slant in favor of the low-carb approach (e.g., """"a low-carb diet works just as well … and it might be better for your heart""""), despite the main result of the study finding essentially no difference between the two diets on most outcomes. Why emphasize that """"The key difference was in HDL"""" without explaining the absolute differences and without explaining if that surrogate marker resulted in any difference in endpoints that matter, such as fewer heart attacks? Americans are already overly obsessed with """"scores."""" Emphaszing the HDL difference without adequately explaining its real significance in peoples’ lives feels like more scoreboard-watching without knowing the rules of the game.""",Misleading,False,False,0.20295000076293945
605,Health officials warn about rise in tick disease.,"Ticks are active again this season and residents should take steps to prevent tick bites in what’s expected to be a record year for human cases of the tick-borne disease anaplasmosis, the Vermont Department of Health said Wednesday.",True,True,True,0.1604900360107422
606,"In New York, confusion reigns in the emerging CBD edibles business.","New York state officials told food growers and processors in mid-December that they had the state’s blessing to produce and sell tea and chocolates laced with CBD, the cannabis derivative reputed to ease anxiety and other ills without marijuana’s high.",True,True,True,0.15767431259155273
607,Fish Oil Seems to Help Cancer Patients Preserve Muscle,"The story used quotes given in a news release – and was wrong in stating that the findings were already published in the Feb. 28 online edition of Cancer. The story was published early this morning – but at 2 pm Central time, we checked with the editorial office of the journal and the study had not yet been posted online. That’s not the journalists’ responsibility but it is their responsibility to be accurate and for hours the story was inaccurate because it said the study was online when it was not. So any reader who may have wanted to track down the article couldn’t – for hours at least. at 4:30 pm Central time, we see that the study is now posted online. This obviously raises issues not only about the journalism process but about the journal and its news releases processes, since the journal’s news release also erroneously jumped the gun in stating that the study was posted online far before it had been. More importantly, the story never discussed the limitations of a small (16 people in the active arm of the trial), short-term (10-week) study. This is an important area of research. The researchers wrote: “more than 65% of advanced nonsmall cell lung cancer cases do not respond to first-line chemotherapy, and 1-year survival rates are low.”  But this story didn’t evaluate the quality of the evidence, didn’t give enough context on other research in this field, and didn’t report on limitations of such prelminary work. Yet it said this “raises hope.”  That’s the kind of statement that should probably await more evidence in bigger, longer studies.",False,False,True,0.19985413551330566
608,“You see suicide rates are skyrocketing now…”,"""""""You see suicide rates skyrocketing now,"""" Murtaugh said, in amplifying Trump’s call for an end to COVID-19 business restrictions that have hurt the economy. He addresses a subject of great concern because suicide rates historically have gone up when there were prolonged increases in unemployment rates. But Murtaugh is way ahead of himself. There’s no way to know whether suicides are rising this coronavirus year - let alone """"skyrocketing"""" - because national statistics aren’t available and won’t be for some time. The burden is on Murtaugh, Trump’s top campaign spokesman, to provide broad evidence of his unqualified claim. He comes up short.""",False,False,True,0.20164895057678223
609,Laparoscopic anti-reflux operation for GERD linked to fewer postoperative complications,"A new study by the American College of Surgeons, a professional organization, compared records for 75,000 patients who underwent surgery for GERD, or gastrointestinal esophageal reflux disease. The study looked at two different surgical procedures and found the less invasive one seemed equally effective, but kept patients in the hospital a shorter time with fewer complications. The news release did a good job of discussing surgical alternatives and costs, which were estimated to be $9,000 lower for the less invasive laparoscopic procedure. The release would have been better had it spelled out some of the study limitations, the key one being that a retrospective, observational review of hospital records — as this study was — isn’t capable of supporting the cause and effect statements sprinkled throughout the release. Millions of Americans complain of occasional heartburn, sometimes called a burning sensation in the throat from food coming back up from the stomach. But some estimates are that about 20 percent of US adults fit the definition of GERD, which means they suffer symptoms at least every week. If patients consider a surgical fix, this study shows that a less-invasive procedure could reduce their complications and shorten their hospital stay. It’s hard to pin down stats on GERD prevalence. A 2014 review of 16 epidemiological studies of GERD prevalence published in the journal Gut suggest GERD prevalence ranges from “18.1%-27.8% in North America, 8.8%-25.9% in Europe, 2.5%-7.8% in East Asia, 8.7%-33.1% in the Middle East, 11.6% in Australia and 23.0% in South America.”",True,True,True,0.2042398452758789
610,Whooping cough case at Texas Capitol leads to vaccinations.,"Nearly 50 people who work at the Texas Capitol have been vaccinated this week because a page contracted whooping cough, a health scare that comes as legislatures around the country grapple with rising immunization exemptions and recent measles outbreaks.",True,True,True,0.1612107753753662
611,"""Gavin Newsom Says Indiana Gov. Mike Pence """"advocated diverting taxpayer dollars to so-called conversion therapy.""","In a glass-walled laboratory, chemists puff on vaping devices as they test liquid nicotine flavors. Nearby, staffers with cartons of instant noodles on their desks tap away at laptops, messaging suppliers and customers.",Misleading,Misleading,True,0.16308331489562988
612,Prenatal blood test for Down syndrome shows high level of accuracy,"Overall, this story didn’t provide some of the key information readers need to make sense out of this study on a new blood test for Down syndrome. We wanted to see cost information, hear some good independent commentary on the study and, above all, read some context about why this test is worth any ink at all. Doing testing for 824 screenings, of which 11% were technical failures, is not a proof of concept yet for what would need to be millions of tests nationally and thousands per clinical lab if used in clinical practice. This story needed more context to give people the proper context to understand that. Screening for genetic anomalies during pregnancy can be stressful for expectant mothers. They dread that they will find out something is wrong with their baby, and they also dread that the test itself will cause them to miscarry. This story helps women understand the long odds that either of those scenarios will happen, and it goes part of the way toward helping them understand the importance of these new findings. But the story does conflate the screening and diagnostic process beginning with the first paragraph when it links the new test with “prenatal testing” done by amniocentesis and chorionic villus sampling. This new test is not a diagnostic test, as those tests are. Rather, as the authors of the BMJ paper confirm, it is a “screen for fetal trisomy 21 among high risk pregnancies.” This is a “hope for the future” level test that may be inching its way to market. It’s not available now and won’t be in the immediate future.",Misleading,False,False,0.2028331756591797
613,Novel 'patient-friendly' colonoscopy prep shows excellent efficacy and safety,"This release summarizes an investigational study on a ‘novel’ colonoscopy bowel preparation under development by a Massachusetts-based company. The release claims that the prep is a more palatable regimen that includes solid food bars and low-volume beverages. Researchers report that by the end of the Stage 2 clinical trial, the regimen was as safe and effective as two currently available colonoscopy prep formulations in cleaning out the colon, and, importantly, participating trial volunteers gave the preparation a high rating. The release did a good job of describing the study and quantifying benefits. The existing preps that the novel formulation was compared against were never mentioned and that seems an important omission. The release also didn’t provide enough details about harms, or a ballpark cost estimate, which it seems reasonable to expect in almost all news releases. The study was presented at the American College of Gastroenterology’s 2016 annual meeting. The standard bowel preparation and prolonged fasting required to ensure a clean viewing field for the gastroentologist is daunting and has been suggested as a limiting factor in acceptance. For those approaching the magic age,  Dave Barry’s 2009 article in the Miami Herald provides a humorous look at this screening procedure. But the reality is that colon cancer is the second leading cause of cancer death in the United States and individuals should have a discussion about the benefits and risks of the procedure. The US Preventive Services Task Force recommends screening for colorectal cancer using fecal occult blood testing, sigmoidoscopy, or colonoscopy in adults, beginning at age 50 years and continuing until age 75 years. Should the prep described in the release hold up throughout the clinical trial process, it may be welcomed by individuals facing a colonoscopy.",Misleading,True,False,0.20469355583190918
614,Low-carb diet trumps low-fat on ‘good’ cholesterol,"""The story makes it seem like the HDL cholesterol effect was the main thrust of the study, and it was not. Overall the story appears to slant in favor of the low-carb approach (e.g., """"a low-carb diet works just as well … and it might be better for your heart""""), despite the main result of the study finding essentially no difference between the two diets on most outcomes. Why emphasize that """"The key difference was in HDL"""" without explaining the absolute differences and without explaining if that surrogate marker resulted in any difference in endpoints that matter, such as fewer heart attacks? Americans are already overly obsessed with """"scores."""" Emphaszing the HDL difference without adequately explaining its real significance in peoples’ lives feels like more scoreboard-watching without knowing the rules of the game.""",Misleading,False,False,0.20645618438720703
615,A cocktail to remember? Nutrient elixir shows promise against Alzheimer’s,"""This story unfortuantely reads like a marketing effort on the part of the manufacturer rather than objective reporting on the results of what the authors describe as an early proof of concept trial. The story suggests that the product in question (Souvenaid), """"…might be effective in stemming-and perhaps reversing the cognitive tolls of Alzheimer’s. """" While this may be true, the published article demonstrated much more limited results, ony demonstrating an improvement in one of six rating scales used.The story presents an inflated view of the study results without any significant provisos. Readers can see a striking difference between the LA Times story and one on ABCNews.com that had many more paragraphs of concerns, caveats and context. There are no effective treatments for Alzheimer’s DIsease. While there are numerous drugs available, their value in the memory loss and dementia associated with Alzheimer’s is limited. A new treatment, especially one based on a nutritional approach would be a welcomed option. However – the headline and the tone of this story raises hopes and expectations unrealistically.""",False,False,True,0.20711779594421387
616,FDA Approves Krystexxa to Treat Gout,"""There are several ways to cover FDA approval of a new drug. You could take the FDA approval itself as gospel and/or take the word of the manufacturer as gospel. Or you could do independent vetting of the claims and seek independent perspectives on """"how big a story is this?"""" This story chose the former approach. We prefer the latter. A story that doesn’t quantify benefits, doesn’t explain costs (of what is likely to be a costly approach), and doesn’t seek independent expert voices is not first-class health journalism.""",False,False,True,0.1997983455657959
617,"High school students in Stevenson, Washington were asked about their willingness to smother a crying baby in a Google Classroom lesson in September 2020.","On September 16 2020, a Facebook user shared the subsequently viral “smother your crying baby” screenshot to Facebook; separate posts featuring his screenshot spread more widely. Although some readers were outraged by the claim, others correctly pointed out that it has been around in some form or another for years.We have contacted the school district to ask whether the claim was accurate and to request additional context.",Misleading,True,False,0.15935802459716797
618,Lincoln council adds e-cigarettes to ban on indoor smoking.,"The Lincoln City Council has voted to ban vaping in public spaces and work sites, adding e-cigarettes to the city ban on indoor smoking of tobacco products.",True,True,True,0.15828347206115723
619,Sweet news for chocoholics,"""This story reported on the latest study, among """"mounting evidence"""", that suggests that small amounts of dark chocolate may slightly lower blood pressure. But the story never explained how much blood pressure dropped in the study. It never explained anything about how the research was done. It didn’t cite the source of the new evidence. It didn’t interview anyone involved in the research, nor did it reflect any meaningful input from anyone knowledgeable about this area of research. (CBS did interview a Center for Science in the Public Interest spokesperson, but the clips they chose to use from her interview didn’t add much.) While this report at least hinted that portion size control was an important factor, the story contained a very limited amount of factual information for consumers to use for decision making.""",Misleading,False,False,0.19839191436767578
620,Nigeria reports record high Lassa fever cases with 317.,Health authorities say a Lassa fever outbreak in Nigeria has reached a record high and there are suspected cases in neighboring Benin as well.,True,True,True,0.21241068840026855
621,Multivitamins in pregnancy may be linked to lower autism risk in children,"This BMJ news release suggests that a new study found a correlation between multivitamin use and reduced incidence of autism spectrum disorder (ASD). We commend the release for noting that the study findings show a correlation, not causation, and for making a call for more research. However, the largest drawback of the release is that it doesn’t provide any actual data from the study. The release did call out some limitations of the research but would have been even stronger had it mentioned some very obvious differences between the group of mothers-to-be that took multivitamins and the expectant mothers who did not take supplements. The multivitamin group is more educated, in a higher socioeconomic group, has fewer smokers, are of more normal weight, more were born in Sweden and more were experiencing their first pregnancy. The presence of a higher percentage of women with overweight in the no vitamin group suggests that there are other nutritional factors that are unknown and may influence or increase the risk of having a child with ASD. Environmental factors in autism spectrum disorder are an area of active research as the prevalence of diagnosis has doubled since the year 2000. (Genetic influences are also actively studied.) Because these disorders are developmental in nature, prenatal influences are of particular interest. Ideally, continued research on nutritional influences might someday lead to advice for pregnant women to reduce the chances of having a child with ASD.",Misleading,True,False,0.20168209075927734
622,"Turkey confirms first coronavirus case, wins WHO praise for vigilance.","Turkey confirmed its first case of the coronavirus on Wednesday, becoming the last major economy to report an outbreak after taking what the World Health Organization (WHO) described as “vigilant, cautious” measures to delay the disease.",True,True,True,0.15953612327575684
623,A video shows dolphins creating and playing with bubble rings.,"In jest, Marten said that the capabilities of dolphins to perform “hydrodynamic tricks” could qualify them to be “professors of fluid mechanics at a university.”",True,False,False,0.1998302936553955
624,California Senate Bill 145 would shield pedophiles who rape children from having to register as sex offenders.,"What's true: Existing California law permits individuals convicted of having non-forcible vaginal intercourse with a minor (within certain age parameters) to seek discretionary relief in court from automatically having to register as sex offenders. SB-145 extends that exception to people convicted of having non-forcible oral or anal sex with a minor. What's false: The bill would not shield anyone from the requirement to register as a sex offender. Rather, it would leave that decision, in eligible cases, to the discretion of the presiding judge.",False,False,True,0.19933485984802246
625,Marijuana Chemical Shows Promise for Hard-to-Treat Epilepsy in Kids,"Efficacy and safety studies of a marijuana-derived oil on children for whom existing drugs fail to control epileptic seizures support moving cannabidiol into clinical studies. That’s good news. Less cheery is encountering stories about the effects of this drug before it has been tested in placebo-controlled, blinded research venues — or even before the research has undergone peer review. The story in this case makes the shortcomings of the evidence a prominent point in the coverage and we applaud this careful approach. But whether desperate parents will heed that signal is another matter. A source notes in the story that a “major” clinical trial’s results will become available early in 2016. Might the more responsible path have been for journalism to bide its time as well? When a child suffers, little else matters. Parents of epileptic kids whose seizures are not responsive to anti-seizure medicines will be on the lookout for alternatives. Some have apparently already begun to treat their children with marijuana-derived oils similar to that being examined in these studies. Learning as much as possible—as soon as possible—about these chemicals is, consequently, important.",True,False,False,0.2030332088470459
626,BREAKING: Autopsy reveals that Kyle Rittenhouse’s first victim was shot in the back multiple times. Rittenhouse did not act in self-defense.,"A popular and widely-shared Facebook post asserted that an autopsy of “Kyle Rittenhouse’s first victim” Joseph Rosenbaum determined Rosenbaum “was shot in the back multiple times”; ergo, “Rittenhouse did not act in self-defense.” Milwaukee’s Medical Examiner in fact determined Rosenbaum was shot once in the back, and sustained several additional wounds. Rittenhouse’s lawyer has telegraphed an intent to claim the teen was acting in self-defense during the incident; the location of the victims’ wounds was only one of a number of possible elements to a self-defense claim.",Misleading,False,False,0.20359373092651367
627,A blow to the testicles can kill a man.,"While there have been cases in both the media and the scientific literature that report a connection between testicular trauma and fatalities, these case reports are speculative, sparse, and do not provide enough information to confidently demonstrate the mechanisms hypothesized behind them. A kick in the balls may lead to serious complications, but most urologists agree that death is not one of them.",Misleading,False,False,0.2007756233215332
628,Pampers Dry Max diapers commonly cause severe diaper rash and chemical burns on infants.,Update:   A similar item involving Huggies brand diapers was circulated in November 2013.,False,False,True,0.1998438835144043
629,"""An account describes Muslims' engaging in a """"dry run"""" hijacking on AirTran Flight 297.""","(Contrary to common belief, the fact that a replacement crew was used to complete the flight is not an indicator that the original flight crew refused to continue or felt the situation to be unsafe. When flights experience substantial delays in taking off, as Flight 297 did that day, that situation sometimes requires that the original crew be replaced because otherwise they would “time out” and exceed FAA limitations on maximum hours per working period.)",Misleading,False,False,0.2030961513519287
630,Singer Toni Braxton has passed away at age 50 of unknown causes.,"That this report of Braxton’s death is mere misinformation is not surprising, as the REPORTS site at breaking-cnn.com is a known purveyor a fake news, including previous death hoaxes about singers such as Marilyn Manson and Phil Collins.",False,False,True,0.20199251174926758
631,We lose an average of 90 Americans every day because of guns.,"""Clinton said: """"We lose an average of 90 Americans every day because of guns."""" That’s about right. But it leaves unsaid that the bulk of those deaths are suicides, not homicides. Also, in 2013, the latest year of available data, the rate of homicides by firearm was lower than the rate for 1999 through 2013.""",True,True,True,0.20356392860412598
632,Improperly cleaned tanning beds are vectors for sexually transmitted diseases such as herpes.,What's true: It's theoretically possible that one could catch sexually transmitted disease (STD) from an improperly cleaned tanning bed. What's false: It's highly unlikely that one would catch an STD in this manner.,Misleading,False,False,0.2019970417022705
633,78 percent of women reconsider having an abortion after seeing an ultrasound of their pregnancy.,Do 78 Percent of Women Considering Abortion ‘Choose Life’ After Seeing an Ultrasound?,False,True,False,0.16243672370910645
